candidate_id,query_name,generic_class,query_family,query_type,g_class,root_entity,collection_name,variant,design_pattern,benchmark_priority,embedded_entities,referenced_entities,materialized_entities,n_embedded_entities,n_referenced_entities,n_materialized_entities,rationale,candidate_spec,candidate_spec_json,final_benchmark_group,is_generated_candidate,selection_role,candidate_selection_score,active_g_classes,primary_activation_class,primary_activation_name,primary_activation_score,DeltaRratio,query_update_volatility_score,max_observed_sharedness_score,combined_document_design_risk_class,document_potential_class,physical_mapping_reliability,benchmark_group_order
q4_companies_reached_from_person_through_account_holding_listed_security__g5__shared_targets_as_references,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,QG4,Deep traversal,select,G5,Person,persons_shared_refs,shared_targets_as_references,shared_target_reference_strategy,primary,['Corporation'],"['FinancialServiceAccount', 'Holding', 'ListedSecurity']",[],1,3,0,Use references for shared target entities to avoid excessive duplication when the same target is reused by many source entities.,"{'candidate_id': 'q4_companies_reached_from_person_through_account_holding_listed_security__g5__shared_targets_as_references', 'query_name': 'Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity', 'g_class': 'G5', 'root_entity': 'Person', 'collection_name': 'persons_shared_refs', 'design_pattern': 'shared_target_reference_strategy', 'embedded_entities': ['Corporation'], 'referenced_entities': ['FinancialServiceAccount', 'Holding', 'ListedSecurity'], 'materialized_entities': [], 'rationale': 'Use references for shared target entities to avoid excessive duplication when the same target is reused by many source entities.'}","{""candidate_id"": ""q4_companies_reached_from_person_through_account_holding_listed_security__g5__shared_targets_as_references"", ""query_name"": ""Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity"", ""g_class"": ""G5"", ""root_entity"": ""Person"", ""collection_name"": ""persons_shared_refs"", ""design_pattern"": ""shared_target_reference_strategy"", ""embedded_entities"": [""Corporation""], ""referenced_entities"": [""FinancialServiceAccount"", ""Holding"", ""ListedSecurity""], ""materialized_entities"": [], ""rationale"": ""Use references for shared target entities to avoid excessive duplication when the same target is reused by many source entities.""}",primary,True,main_candidate,0.601144,"['G2', 'G3', 'G4', 'G5', 'G7', 'G9']",G2,Root with contained children,1.0,1.0,0.7984,0.2958825,strong_read_candidate_high_update_pressure,high_reduction_potential,needs_review_no_observed_match,1
q4_companies_reached_from_person_through_account_holding_listed_security__g7__update_aware_references,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,QG4,Deep traversal,select,G7,Person,persons_update_aware,update_aware_references,update_aware_reference_design,secondary_affected,['Corporation'],"['Person', 'FinancialServiceAccount', 'Holding', 'ListedSecurity']",[],1,4,0,Prefer references for update-volatile entities to reduce write amplification and document maintenance cost.,"{'candidate_id': 'q4_companies_reached_from_person_through_account_holding_listed_security__g7__update_aware_references', 'query_name': 'Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity', 'g_class': 'G7', 'root_entity': 'Person', 'collection_name': 'persons_update_aware', 'design_pattern': 'update_aware_reference_design', 'embedded_entities': ['Corporation'], 'referenced_entities': ['Person', 'FinancialServiceAccount', 'Holding', 'ListedSecurity'], 'materialized_entities': [], 'rationale': 'Prefer references for update-volatile entities to reduce write amplification and document maintenance cost.'}","{""candidate_id"": ""q4_companies_reached_from_person_through_account_holding_listed_security__g7__update_aware_references"", ""query_name"": ""Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity"", ""g_class"": ""G7"", ""root_entity"": ""Person"", ""collection_name"": ""persons_update_aware"", ""design_pattern"": ""update_aware_reference_design"", ""embedded_entities"": [""Corporation""], ""referenced_entities"": [""Person"", ""FinancialServiceAccount"", ""Holding"", ""ListedSecurity""], ""materialized_entities"": [], ""rationale"": ""Prefer references for update-volatile entities to reduce write amplification and document maintenance cost.""}",secondary_affected,True,tradeoff_candidate,0.461144,"['G2', 'G3', 'G4', 'G5', 'G7', 'G9']",G2,Root with contained children,1.0,1.0,0.7984,0.2958825,strong_read_candidate_high_update_pressure,high_reduction_potential,needs_review_no_observed_match,2
q4_companies_reached_from_person_through_account_holding_listed_security__g9__tradeoff_benchmark_candidate,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,QG4,Deep traversal,select,G9,Person,persons_tradeoff,tradeoff_benchmark_candidate,benchmark_tradeoff_alternative,secondary_affected,['Corporation'],"['FinancialServiceAccount', 'Holding', 'ListedSecurity', 'Person']",[],1,4,0,"Generate a benchmark-required trade-off candidate because the query has read-reduction potential together with update pressure, sharedness pressure, or mapping uncertainty.","{'candidate_id': 'q4_companies_reached_from_person_through_account_holding_listed_security__g9__tradeoff_benchmark_candidate', 'query_name': 'Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity', 'g_class': 'G9', 'root_entity': 'Person', 'collection_name': 'persons_tradeoff', 'design_pattern': 'benchmark_tradeoff_alternative', 'embedded_entities': ['Corporation'], 'referenced_entities': ['FinancialServiceAccount', 'Holding', 'ListedSecurity', 'Person'], 'materialized_entities': [], 'rationale': 'Generate a benchmark-required trade-off candidate because the query has read-reduction potential together with update pressure, sharedness pressure, or mapping uncertainty.'}","{""candidate_id"": ""q4_companies_reached_from_person_through_account_holding_listed_security__g9__tradeoff_benchmark_candidate"", ""query_name"": ""Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity"", ""g_class"": ""G9"", ""root_entity"": ""Person"", ""collection_name"": ""persons_tradeoff"", ""design_pattern"": ""benchmark_tradeoff_alternative"", ""embedded_entities"": [""Corporation""], ""referenced_entities"": [""FinancialServiceAccount"", ""Holding"", ""ListedSecurity"", ""Person""], ""materialized_entities"": [], ""rationale"": ""Generate a benchmark-required trade-off candidate because the query has read-reduction potential together with update pressure, sharedness pressure, or mapping uncertainty.""}",secondary_affected,True,tradeoff_candidate,0.461144,"['G2', 'G3', 'G4', 'G5', 'G7', 'G9']",G2,Root with contained children,1.0,1.0,0.7984,0.2958825,strong_read_candidate_high_update_pressure,high_reduction_potential,needs_review_no_observed_match,2
q5_reports_and_metric_data_of_company__control__normalized_reference_baseline,Q5_ReportsAndMetricDataOfCompany,QG5,Containment retrieval,select,CONTROL,Corporation,corporations_normalized_baseline,normalized_reference_baseline,normalized_reference_baseline,control,[],"['FinancialReport', 'ReportElement', 'StatementElement', 'Disclosure']",[],0,4,0,Control configuration. Keep related entities as independent collections connected by references.,"{'candidate_id': 'q5_reports_and_metric_data_of_company__control__normalized_reference_baseline', 'query_name': 'Q5_ReportsAndMetricDataOfCompany', 'g_class': 'CONTROL', 'root_entity': 'Corporation', 'collection_name': 'corporations_normalized_baseline', 'design_pattern': 'normalized_reference_baseline', 'embedded_entities': [], 'referenced_entities': ['FinancialReport', 'ReportElement', 'StatementElement', 'Disclosure'], 'materialized_entities': [], 'rationale': 'Control configuration. Keep related entities as independent collections connected by references.'}","{""candidate_id"": ""q5_reports_and_metric_data_of_company__control__normalized_reference_baseline"", ""query_name"": ""Q5_ReportsAndMetricDataOfCompany"", ""g_class"": ""CONTROL"", ""root_entity"": ""Corporation"", ""collection_name"": ""corporations_normalized_baseline"", ""design_pattern"": ""normalized_reference_baseline"", ""embedded_entities"": [], ""referenced_entities"": [""FinancialReport"", ""ReportElement"", ""StatementElement"", ""Disclosure""], ""materialized_entities"": [], ""rationale"": ""Control configuration. Keep related entities as independent collections connected by references.""}",control,False,baseline_comparison,0.0,"['G2', 'G4', 'G9']",G2,Root with contained children,1.0,1.0,0.0,0.29462099999999997,strong_read_candidate_low_maintenance_pressure,high_reduction_potential,needs_review_no_observed_match,0
q5_reports_and_metric_data_of_company__g2__embed_containment_children,Q5_ReportsAndMetricDataOfCompany,QG5,Containment retrieval,select,G2,Corporation,corporations_with_containment,embed_containment_children,embedded_containment,primary,"['FinancialReport', 'ReportElement', 'StatementElement', 'Disclosure']",[],[],4,0,0,Embed containment children because the query follows containment paths that can be represented as nested arrays or subdocuments.,"{'candidate_id': 'q5_reports_and_metric_data_of_company__g2__embed_containment_children', 'query_name': 'Q5_ReportsAndMetricDataOfCompany', 'g_class': 'G2', 'root_entity': 'Corporation', 'collection_name': 'corporations_with_containment', 'design_pattern': 'embedded_containment', 'embedded_entities': ['FinancialReport', 'ReportElement', 'StatementElement', 'Disclosure'], 'referenced_entities': [], 'materialized_entities': [], 'rationale': 'Embed containment children because the query follows containment paths that can be represented as nested arrays or subdocuments.'}","{""candidate_id"": ""q5_reports_and_metric_data_of_company__g2__embed_containment_children"", ""query_name"": ""Q5_ReportsAndMetricDataOfCompany"", ""g_class"": ""G2"", ""root_entity"": ""Corporation"", ""collection_name"": ""corporations_with_containment"", ""design_pattern"": ""embedded_containment"", ""embedded_entities"": [""FinancialReport"", ""ReportElement"", ""StatementElement"", ""Disclosure""], ""referenced_entities"": [], ""materialized_entities"": [], ""rationale"": ""Embed containment children because the query follows containment paths that can be represented as nested arrays or subdocuments.""}",primary,True,main_candidate,0.851076,"['G2', 'G4', 'G9']",G2,Root with contained children,1.0,1.0,0.0,0.29462099999999997,strong_read_candidate_low_maintenance_pressure,high_reduction_potential,needs_review_no_observed_match,1
q5_reports_and_metric_data_of_company__g4__deep_nested_path,Q5_ReportsAndMetricDataOfCompany,QG5,Containment retrieval,select,G4,Corporation,corporations_deep_nested,deep_nested_path,deep_nested_document,primary,"['Disclosure', 'FinancialReport', 'ReportElement', 'StatementElement']",[],[],4,0,0,Create a deep nested document following the query path because the query reaches entities at multiple conceptual depths.,"{'candidate_id': 'q5_reports_and_metric_data_of_company__g4__deep_nested_path', 'query_name': 'Q5_ReportsAndMetricDataOfCompany', 'g_class': 'G4', 'root_entity': 'Corporation', 'collection_name': 'corporations_deep_nested', 'design_pattern': 'deep_nested_document', 'embedded_entities': ['Disclosure', 'FinancialReport', 'ReportElement', 'StatementElement'], 'referenced_entities': [], 'materialized_entities': [], 'rationale': 'Create a deep nested document following the query path because the query reaches entities at multiple conceptual depths.'}","{""candidate_id"": ""q5_reports_and_metric_data_of_company__g4__deep_nested_path"", ""query_name"": ""Q5_ReportsAndMetricDataOfCompany"", ""g_class"": ""G4"", ""root_entity"": ""Corporation"", ""collection_name"": ""corporations_deep_nested"", ""design_pattern"": ""deep_nested_document"", ""embedded_entities"": [""Disclosure"", ""FinancialReport"", ""ReportElement"", ""StatementElement""], ""referenced_entities"": [], ""materialized_entities"": [], ""rationale"": ""Create a deep nested document following the query path because the query reaches entities at multiple conceptual depths.""}",primary,True,main_candidate,0.851076,"['G2', 'G4', 'G9']",G2,Root with contained children,1.0,1.0,0.0,0.29462099999999997,strong_read_candidate_low_maintenance_pressure,high_reduction_potential,needs_review_no_observed_match,1
q5_reports_and_metric_data_of_company__g9__tradeoff_benchmark_candidate,Q5_ReportsAndMetricDataOfCompany,QG5,Containment retrieval,select,G9,Corporation,corporations_tradeoff,tradeoff_benchmark_candidate,benchmark_tradeoff_alternative,secondary_affected,[],"['Disclosure', 'FinancialReport', 'ReportElement', 'StatementElement']",[],0,4,0,"Generate a benchmark-required trade-off candidate because the query has read-reduction potential together with update pressure, sharedness pressure, or mapping uncertainty.","{'candidate_id': 'q5_reports_and_metric_data_of_company__g9__tradeoff_benchmark_candidate', 'query_name': 'Q5_ReportsAndMetricDataOfCompany', 'g_class': 'G9', 'root_entity': 'Corporation', 'collection_name': 'corporations_tradeoff', 'design_pattern': 'benchmark_tradeoff_alternative', 'embedded_entities': [], 'referenced_entities': ['Disclosure', 'FinancialReport', 'ReportElement', 'StatementElement'], 'materialized_entities': [], 'rationale': 'Generate a benchmark-required trade-off candidate because the query has read-reduction potential together with update pressure, sharedness pressure, or mapping uncertainty.'}","{""candidate_id"": ""q5_reports_and_metric_data_of_company__g9__tradeoff_benchmark_candidate"", ""query_name"": ""Q5_ReportsAndMetricDataOfCompany"", ""g_class"": ""G9"", ""root_entity"": ""Corporation"", ""collection_name"": ""corporations_tradeoff"", ""design_pattern"": ""benchmark_tradeoff_alternative"", ""embedded_entities"": [], ""referenced_entities"": [""Disclosure"", ""FinancialReport"", ""ReportElement"", ""StatementElement""], ""materialized_entities"": [], ""rationale"": ""Generate a benchmark-required trade-off candidate because the query has read-reduction potential together with update pressure, sharedness pressure, or mapping uncertainty.""}",secondary_affected,True,tradeoff_candidate,0.581076,"['G2', 'G4', 'G9']",G2,Root with contained children,1.0,1.0,0.0,0.29462099999999997,strong_read_candidate_low_maintenance_pressure,high_reduction_potential,needs_review_no_observed_match,2
q6_tech_uslisted_securities_with_high_last_traded_value__control__normalized_reference_baseline,Q6_TechUSListedSecuritiesWithHighLastTradedValue,QG6,Filtered search / recommendation,select,CONTROL,ListedSecurity,listed_securitys_normalized_baseline,normalized_reference_baseline,normalized_reference_baseline,control,[],"['Corporation', 'Industry', 'Country']",[],0,3,0,Control configuration. Keep related entities as independent collections connected by references.,"{'candidate_id': 'q6_tech_uslisted_securities_with_high_last_traded_value__control__normalized_reference_baseline', 'query_name': 'Q6_TechUSListedSecuritiesWithHighLastTradedValue', 'g_class': 'CONTROL', 'root_entity': 'ListedSecurity', 'collection_name': 'listed_securitys_normalized_baseline', 'design_pattern': 'normalized_reference_baseline', 'embedded_entities': [], 'referenced_entities': ['Corporation', 'Industry', 'Country'], 'materialized_entities': [], 'rationale': 'Control configuration. Keep related entities as independent collections connected by references.'}","{""candidate_id"": ""q6_tech_uslisted_securities_with_high_last_traded_value__control__normalized_reference_baseline"", ""query_name"": ""Q6_TechUSListedSecuritiesWithHighLastTradedValue"", ""g_class"": ""CONTROL"", ""root_entity"": ""ListedSecurity"", ""collection_name"": ""listed_securitys_normalized_baseline"", ""design_pattern"": ""normalized_reference_baseline"", ""embedded_entities"": [], ""referenced_entities"": [""Corporation"", ""Industry"", ""Country""], ""materialized_entities"": [], ""rationale"": ""Control configuration. Keep related entities as independent collections connected by references.""}",control,False,baseline_comparison,0.0,"['G1', 'G3', 'G5', 'G7', 'G9']",G1,Root with direct descriptors,1.0,1.0,0.36299999999999993,0.2974182444061962,strong_read_candidate_low_maintenance_pressure,high_reduction_potential,needs_review_no_observed_match,0
q6_tech_uslisted_securities_with_high_last_traded_value__g1__embed_descriptors,Q6_TechUSListedSecuritiesWithHighLastTradedValue,QG6,Filtered search / recommendation,select,G1,ListedSecurity,listed_securitys_with_descriptors,embed_descriptors,embedded_descriptors,primary,"['Industry', 'Country']",[],[],2,0,0,Embed descriptor entities close to the root because descriptor relationships are covered by the selected document depth.,"{'candidate_id': 'q6_tech_uslisted_securities_with_high_last_traded_value__g1__embed_descriptors', 'query_name': 'Q6_TechUSListedSecuritiesWithHighLastTradedValue', 'g_class': 'G1', 'root_entity': 'ListedSecurity', 'collection_name': 'listed_securitys_with_descriptors', 'design_pattern': 'embedded_descriptors', 'embedded_entities': ['Industry', 'Country'], 'referenced_entities': [], 'materialized_entities': [], 'rationale': 'Embed descriptor entities close to the root because descriptor relationships are covered by the selected document depth.'}","{""candidate_id"": ""q6_tech_uslisted_securities_with_high_last_traded_value__g1__embed_descriptors"", ""query_name"": ""Q6_TechUSListedSecuritiesWithHighLastTradedValue"", ""g_class"": ""G1"", ""root_entity"": ""ListedSecurity"", ""collection_name"": ""listed_securitys_with_descriptors"", ""design_pattern"": ""embedded_descriptors"", ""embedded_entities"": [""Industry"", ""Country""], ""referenced_entities"": [], ""materialized_entities"": [], ""rationale"": ""Embed descriptor entities close to the root because descriptor relationships are covered by the selected document depth.""}",primary,True,main_candidate,0.697916,"['G1', 'G3', 'G5', 'G7', 'G9']",G1,Root with direct descriptors,1.0,1.0,0.36299999999999993,0.2974182444061962,strong_read_candidate_low_maintenance_pressure,high_reduction_potential,needs_review_no_observed_match,1
q6_tech_uslisted_securities_with_high_last_traded_value__g3__association_references,Q6_TechUSListedSecuritiesWithHighLastTradedValue,QG6,Filtered search / recommendation,select,G3,ListedSecurity,listed_securitys_with_references,association_references,association_references,primary,[],['ListedSecurity'],[],0,1,0,"Represent associative, ownership, or subtype links through references or small embedded summaries because these links may connect reusable or independently managed entities.","{'candidate_id': 'q6_tech_uslisted_securities_with_high_last_traded_value__g3__association_references', 'query_name': 'Q6_TechUSListedSecuritiesWithHighLastTradedValue', 'g_class': 'G3', 'root_entity': 'ListedSecurity', 'collection_name': 'listed_securitys_with_references', 'design_pattern': 'association_references', 'embedded_entities': [], 'referenced_entities': ['ListedSecurity'], 'materialized_entities': [], 'rationale': 'Represent associative, ownership, or subtype links through references or small embedded summaries because these links may connect reusable or independently managed entities.'}","{""candidate_id"": ""q6_tech_uslisted_securities_with_high_last_traded_value__g3__association_references"", ""query_name"": ""Q6_TechUSListedSecuritiesWithHighLastTradedValue"", ""g_class"": ""G3"", ""root_entity"": ""ListedSecurity"", ""collection_name"": ""listed_securitys_with_references"", ""design_pattern"": ""association_references"", ""embedded_entities"": [], ""referenced_entities"": [""ListedSecurity""], ""materialized_entities"": [], ""rationale"": ""Represent associative, ownership, or subtype links through references or small embedded summaries because these links may connect reusable or independently managed entities.""}",primary,True,main_candidate,0.627916,"['G1', 'G3', 'G5', 'G7', 'G9']",G1,Root with direct descriptors,1.0,1.0,0.36299999999999993,0.2974182444061962,strong_read_candidate_low_maintenance_pressure,high_reduction_potential,needs_review_no_observed_match,1
q6_tech_uslisted_securities_with_high_last_traded_value__g5__shared_targets_as_references,Q6_TechUSListedSecuritiesWithHighLastTradedValue,QG6,Filtered search / recommendation,select,G5,ListedSecurity,listed_securitys_shared_refs,shared_targets_as_references,shared_target_reference_strategy,primary,['Corporation'],"['Country', 'Industry', 'ListedSecurity']",[],1,3,0,Use references for shared target entities to avoid excessive duplication when the same target is reused by many source entities.,"{'candidate_id': 'q6_tech_uslisted_securities_with_high_last_traded_value__g5__shared_targets_as_references', 'query_name': 'Q6_TechUSListedSecuritiesWithHighLastTradedValue', 'g_class': 'G5', 'root_entity': 'ListedSecurity', 'collection_name': 'listed_securitys_shared_refs', 'design_pattern': 'shared_target_reference_strategy', 'embedded_entities': ['Corporation'], 'referenced_entities': ['Country', 'Industry', 'ListedSecurity'], 'materialized_entities': [], 'rationale': 'Use references for shared target entities to avoid excessive duplication when the same target is reused by many source entities.'}","{""candidate_id"": ""q6_tech_uslisted_securities_with_high_last_traded_value__g5__shared_targets_as_references"", ""query_name"": ""Q6_TechUSListedSecuritiesWithHighLastTradedValue"", ""g_class"": ""G5"", ""root_entity"": ""ListedSecurity"", ""collection_name"": ""listed_securitys_shared_refs"", ""design_pattern"": ""shared_target_reference_strategy"", ""embedded_entities"": [""Corporation""], ""referenced_entities"": [""Country"", ""Industry"", ""ListedSecurity""], ""materialized_entities"": [], ""rationale"": ""Use references for shared target entities to avoid excessive duplication when the same target is reused by many source entities.""}",primary,True,main_candidate,0.687916,"['G1', 'G3', 'G5', 'G7', 'G9']",G1,Root with direct descriptors,1.0,1.0,0.36299999999999993,0.2974182444061962,strong_read_candidate_low_maintenance_pressure,high_reduction_potential,needs_review_no_observed_match,1
q6_tech_uslisted_securities_with_high_last_traded_value__g7__update_aware_references,Q6_TechUSListedSecuritiesWithHighLastTradedValue,QG6,Filtered search / recommendation,select,G7,ListedSecurity,listed_securitys_update_aware,update_aware_references,update_aware_reference_design,secondary_affected,"['Corporation', 'Country', 'Industry']",['ListedSecurity'],[],3,1,0,Prefer references for update-volatile entities to reduce write amplification and document maintenance cost.,"{'candidate_id': 'q6_tech_uslisted_securities_with_high_last_traded_value__g7__update_aware_references', 'query_name': 'Q6_TechUSListedSecuritiesWithHighLastTradedValue', 'g_class': 'G7', 'root_entity': 'ListedSecurity', 'collection_name': 'listed_securitys_update_aware', 'design_pattern': 'update_aware_reference_design', 'embedded_entities': ['Corporation', 'Country', 'Industry'], 'referenced_entities': ['ListedSecurity'], 'materialized_entities': [], 'rationale': 'Prefer references for update-volatile entities to reduce write amplification and document maintenance cost.'}","{""candidate_id"": ""q6_tech_uslisted_securities_with_high_last_traded_value__g7__update_aware_references"", ""query_name"": ""Q6_TechUSListedSecuritiesWithHighLastTradedValue"", ""g_class"": ""G7"", ""root_entity"": ""ListedSecurity"", ""collection_name"": ""listed_securitys_update_aware"", ""design_pattern"": ""update_aware_reference_design"", ""embedded_entities"": [""Corporation"", ""Country"", ""Industry""], ""referenced_entities"": [""ListedSecurity""], ""materialized_entities"": [], ""rationale"": ""Prefer references for update-volatile entities to reduce write amplification and document maintenance cost.""}",secondary_affected,True,tradeoff_candidate,0.597916,"['G1', 'G3', 'G5', 'G7', 'G9']",G1,Root with direct descriptors,1.0,1.0,0.36299999999999993,0.2974182444061962,strong_read_candidate_low_maintenance_pressure,high_reduction_potential,needs_review_no_observed_match,2
q6_tech_uslisted_securities_with_high_last_traded_value__g9__tradeoff_benchmark_candidate,Q6_TechUSListedSecuritiesWithHighLastTradedValue,QG6,Filtered search / recommendation,select,G9,ListedSecurity,listed_securitys_tradeoff,tradeoff_benchmark_candidate,benchmark_tradeoff_alternative,secondary_affected,['Corporation'],"['Country', 'Industry', 'ListedSecurity']",[],1,3,0,"Generate a benchmark-required trade-off candidate because the query has read-reduction potential together with update pressure, sharedness pressure, or mapping uncertainty.","{'candidate_id': 'q6_tech_uslisted_securities_with_high_last_traded_value__g9__tradeoff_benchmark_candidate', 'query_name': 'Q6_TechUSListedSecuritiesWithHighLastTradedValue', 'g_class': 'G9', 'root_entity': 'ListedSecurity', 'collection_name': 'listed_securitys_tradeoff', 'design_pattern': 'benchmark_tradeoff_alternative', 'embedded_entities': ['Corporation'], 'referenced_entities': ['Country', 'Industry', 'ListedSecurity'], 'materialized_entities': [], 'rationale': 'Generate a benchmark-required trade-off candidate because the query has read-reduction potential together with update pressure, sharedness pressure, or mapping uncertainty.'}","{""candidate_id"": ""q6_tech_uslisted_securities_with_high_last_traded_value__g9__tradeoff_benchmark_candidate"", ""query_name"": ""Q6_TechUSListedSecuritiesWithHighLastTradedValue"", ""g_class"": ""G9"", ""root_entity"": ""ListedSecurity"", ""collection_name"": ""listed_securitys_tradeoff"", ""design_pattern"": ""benchmark_tradeoff_alternative"", ""embedded_entities"": [""Corporation""], ""referenced_entities"": [""Country"", ""Industry"", ""ListedSecurity""], ""materialized_entities"": [], ""rationale"": ""Generate a benchmark-required trade-off candidate because the query has read-reduction potential together with update pressure, sharedness pressure, or mapping uncertainty.""}",secondary_affected,True,tradeoff_candidate,0.537916,"['G1', 'G3', 'G5', 'G7', 'G9']",G1,Root with direct descriptors,1.0,1.0,0.36299999999999993,0.2974182444061962,strong_read_candidate_low_maintenance_pressure,high_reduction_potential,needs_review_no_observed_match,2
q7_persons_who_bought_more_ibmthan_sold__control__normalized_reference_baseline,Q7_PersonsWhoBoughtMoreIBMThanSold,QG7,Aggregation / ranking,select,CONTROL,Person,persons_normalized_baseline,normalized_reference_baseline,normalized_reference_baseline,control,[],"['FinancialServiceAccount', 'BuyTransaction', 'SellTransaction', 'Transaction', 'ListedSecurity', 'Corporation']",[],0,6,0,Control configuration. Keep related entities as independent collections connected by references.,"{'candidate_id': 'q7_persons_who_bought_more_ibmthan_sold__control__normalized_reference_baseline', 'query_name': 'Q7_PersonsWhoBoughtMoreIBMThanSold', 'g_class': 'CONTROL', 'root_entity': 'Person', 'collection_name': 'persons_normalized_baseline', 'design_pattern': 'normalized_reference_baseline', 'embedded_entities': [], 'referenced_entities': ['FinancialServiceAccount', 'BuyTransaction', 'SellTransaction', 'Transaction', 'ListedSecurity', 'Corporation'], 'materialized_entities': [], 'rationale': 'Control configuration. Keep related entities as independent collections connected by references.'}","{""candidate_id"": ""q7_persons_who_bought_more_ibmthan_sold__control__normalized_reference_baseline"", ""query_name"": ""Q7_PersonsWhoBoughtMoreIBMThanSold"", ""g_class"": ""CONTROL"", ""root_entity"": ""Person"", ""collection_name"": ""persons_normalized_baseline"", ""design_pattern"": ""normalized_reference_baseline"", ""embedded_entities"": [], ""referenced_entities"": [""FinancialServiceAccount"", ""BuyTransaction"", ""SellTransaction"", ""Transaction"", ""ListedSecurity"", ""Corporation""], ""materialized_entities"": [], ""rationale"": ""Control configuration. Keep related entities as independent collections connected by references.""}",control,False,baseline_comparison,0.0,"['G2', 'G3', 'G4', 'G5', 'G6', 'G7', 'G9']",G2,Root with contained children,1.0,1.0,0.7702857142857144,0.2958825,strong_read_candidate_high_update_pressure,high_reduction_potential,needs_review_no_observed_match,0
q7_persons_who_bought_more_ibmthan_sold__g2__embed_containment_children,Q7_PersonsWhoBoughtMoreIBMThanSold,QG7,Aggregation / ranking,select,G2,Person,persons_with_containment,embed_containment_children,embedded_containment,primary,"['Holding', 'Transaction']",[],[],2,0,0,Embed containment children because the query follows containment paths that can be represented as nested arrays or subdocuments.,"{'candidate_id': 'q7_persons_who_bought_more_ibmthan_sold__g2__embed_containment_children', 'query_name': 'Q7_PersonsWhoBoughtMoreIBMThanSold', 'g_class': 'G2', 'root_entity': 'Person', 'collection_name': 'persons_with_containment', 'design_pattern': 'embedded_containment', 'embedded_entities': ['Holding', 'Transaction'], 'referenced_entities': [], 'materialized_entities': [], 'rationale': 'Embed containment children because the query follows containment paths that can be represented as nested arrays or subdocuments.'}","{""candidate_id"": ""q7_persons_who_bought_more_ibmthan_sold__g2__embed_containment_children"", ""query_name"": ""Q7_PersonsWhoBoughtMoreIBMThanSold"", ""g_class"": ""G2"", ""root_entity"": ""Person"", ""collection_name"": ""persons_with_containment"", ""design_pattern"": ""embedded_containment"", ""embedded_entities"": [""Holding"", ""Transaction""], ""referenced_entities"": [], ""materialized_entities"": [], ""rationale"": ""Embed containment children because the query follows containment paths that can be represented as nested arrays or subdocuments.""}",primary,True,main_candidate,0.616766,"['G2', 'G3', 'G4', 'G5', 'G6', 'G7', 'G9']",G2,Root with contained children,1.0,1.0,0.7702857142857144,0.2958825,strong_read_candidate_high_update_pressure,high_reduction_potential,needs_review_no_observed_match,1
q7_persons_who_bought_more_ibmthan_sold__g3__association_references,Q7_PersonsWhoBoughtMoreIBMThanSold,QG7,Aggregation / ranking,select,G3,Person,persons_with_references,association_references,association_references,primary,[],"['ListedSecurity', 'FinancialServiceAccount', 'Transaction']",[],0,3,0,"Represent associative, ownership, or subtype links through references or small embedded summaries because these links may connect reusable or independently managed entities.","{'candidate_id': 'q7_persons_who_bought_more_ibmthan_sold__g3__association_references', 'query_name': 'Q7_PersonsWhoBoughtMoreIBMThanSold', 'g_class': 'G3', 'root_entity': 'Person', 'collection_name': 'persons_with_references', 'design_pattern': 'association_references', 'embedded_entities': [], 'referenced_entities': ['ListedSecurity', 'FinancialServiceAccount', 'Transaction'], 'materialized_entities': [], 'rationale': 'Represent associative, ownership, or subtype links through references or small embedded summaries because these links may connect reusable or independently managed entities.'}","{""candidate_id"": ""q7_persons_who_bought_more_ibmthan_sold__g3__association_references"", ""query_name"": ""Q7_PersonsWhoBoughtMoreIBMThanSold"", ""g_class"": ""G3"", ""root_entity"": ""Person"", ""collection_name"": ""persons_with_references"", ""design_pattern"": ""association_references"", ""embedded_entities"": [], ""referenced_entities"": [""ListedSecurity"", ""FinancialServiceAccount"", ""Transaction""], ""materialized_entities"": [], ""rationale"": ""Represent associative, ownership, or subtype links through references or small embedded summaries because these links may connect reusable or independently managed entities.""}",primary,True,main_candidate,0.566766,"['G2', 'G3', 'G4', 'G5', 'G6', 'G7', 'G9']",G2,Root with contained children,1.0,1.0,0.7702857142857144,0.2958825,strong_read_candidate_high_update_pressure,high_reduction_potential,needs_review_no_observed_match,1
