dataset,scale_label,query_name,run_phase,schema_lens_top1,schema_lens_top3,schema_lens_near_best,schema_lens_regret,global_best_g_class,global_best_p95,schema_lens_best_g_class,schema_lens_best_p95,schema_lens_selected_g_classes,random_k_top1_probability,random_k_top3_probability,random_k_near_best_probability,random_k_expected_regret,random_k_expected_best_p95,random_k_selected_g_classes,random_k_size,random_repetitions,top1_gap_random_minus_schema,near_best_gap_random_minus_schema,regret_gap_random_minus_schema,top1_comparison,regret_comparison
imdb,sf0.25,QG6_EpisodesOfSeries,hot,0.0,1.0,0.0,0.453568218884658,G2,0.6322362009086646,G7,0.9189984484692104,G3|G7|G8|G9,0.48,0.891,0.48,0.1585553562460366,0.7324806369753787,random_sample_k=4,4.0,1000.0,0.48,0.48,-0.29501286263862136,random_k_higher_top1_probability,random_k_lower_expected_regret
imdb,sf0.25,QG7_UpdateWatchItemMetadata,cold,0.0,1.0,0.0,0.4888038689765164,G8,0.3104291019553784,G6,0.4621680480340728,G0|G2|G3|G4|G5|G6,0.651,0.988,0.651,0.0986121246781403,0.3410411752611253,random_sample_k=6,6.0,1000.0,0.651,0.651,-0.3901917442983761,random_k_higher_top1_probability,random_k_lower_expected_regret
imdb,sf0.25,QG7_UpdateWatchItemMetadata,hot,0.0,1.0,1.0,0.0212738294404616,G8,0.262326949450653,G6,0.2679076482309028,G0|G2|G3|G4|G5|G6,0.626,0.978,0.978,0.0107609040727513,0.2651498245893889,random_sample_k=6,6.0,1000.0,0.626,-0.02200000000000002,-0.010512925367710299,random_k_higher_top1_probability,random_k_lower_expected_regret
imdb,sf0.25,QG8_AddPersonRoleToWatchItem,cold,0.0,1.0,0.0,0.0602629358801285,G9,0.570295001307386,G2,0.6046626524039308,G0|G2|G3|G4|G5|G6,0.656,0.985,0.656,0.0438597343338829,0.5953079885566694,random_sample_k=6,6.0,1000.0,0.656,0.656,-0.016403201546245604,random_k_higher_top1_probability,random_k_lower_expected_regret
imdb,sf0.25,QG8_AddPersonRoleToWatchItem,hot,1.0,1.0,1.0,0.0,G0,0.4179502480837982,G0,0.4179502480837982,G0|G2|G3|G4|G5|G6,0.679,0.988,0.921,0.0103258721677554,0.4222659489179932,random_sample_k=6,6.0,1000.0,-0.32099999999999995,-0.07899999999999996,0.0103258721677554,schema_lens_higher_top1,schema_lens_lower_regret
imdb,sf0.25,QG9_TopRatedSeriesByGenre,cold,1.0,1.0,1.0,0.0,G8,4.181634601991389,G8,4.181634601991389,G0|G2|G3|G4|G5|G6|G7|G8|G9,1.0,1.0,1.0,0.0,4.18163460199139,random_sample_k=9,9.0,1000.0,0.0,0.0,0.0,tie,tie
imdb,sf0.25,QG9_TopRatedSeriesByGenre,hot,1.0,1.0,1.0,0.0,G7,3.006609698422833,G7,3.006609698422833,G0|G2|G3|G4|G5|G6|G7|G8|G9,1.0,1.0,1.0,0.0,3.006609698422833,random_sample_k=9,9.0,1000.0,0.0,0.0,0.0,tie,tie
imdb,sf0.5,QG10_AdvancedSearchWatchItems,cold,1.0,1.0,1.0,0.0,G8,171.62332894440618,G8,171.62332894440618,G0|G2|G3|G4|G5|G6|G7|G8|G9,1.0,1.0,1.0,0.0,171.6233289444062,random_sample_k=9,9.0,1000.0,0.0,0.0,0.0,tie,tie
imdb,sf0.5,QG10_AdvancedSearchWatchItems,hot,1.0,1.0,1.0,0.0,G7,171.64141285902582,G7,171.64141285902582,G0|G2|G3|G4|G5|G6|G7|G8|G9,1.0,1.0,1.0,0.0,171.64141285902585,random_sample_k=9,9.0,1000.0,0.0,0.0,0.0,tie,tie
imdb,sf0.5,QG1_WatchItemById,cold,1.0,1.0,1.0,0.0,G4,0.46593090009992,G4,0.46593090009992,G0|G2|G3|G4|G5|G6,0.65,0.989,0.919,0.0210401168883853,0.4757341406999329,random_sample_k=6,6.0,1000.0,-0.35,-0.08099999999999996,0.0210401168883853,schema_lens_higher_top1,schema_lens_lower_regret
imdb,sf0.5,QG1_WatchItemById,hot,0.0,1.0,0.0,0.3116793013176522,G7,0.1924242096720263,G3,0.2523988528992049,G0|G2|G3|G4|G5|G6,0.673,0.985,0.673,0.0585667710632701,0.2036938743069186,random_sample_k=6,6.0,1000.0,0.673,0.673,-0.2531125302543821,random_k_higher_top1_probability,random_k_lower_expected_regret
imdb,sf0.5,QG2_WatchItemByTitle,cold,0.0,0.0,0.0,0.2132929301728988,G9,0.3488772075797897,G2,0.4232902494550217,G0|G2|G3|G4|G5|G6,0.688,0.99,0.688,0.0371244053849249,0.3618290664635424,random_sample_k=6,6.0,1000.0,0.688,0.688,-0.1761685247879739,random_k_higher_top1_probability,random_k_lower_expected_regret
imdb,sf0.5,QG2_WatchItemByTitle,hot,0.0,1.0,0.0,0.0748278520969041,G7,0.2852347490261309,G0,0.3065782526391558,G0|G2|G3|G4|G5|G6,0.683,0.988,0.683,0.0231418558738294,0.2918356104783015,random_sample_k=6,6.0,1000.0,0.683,0.683,-0.051685996223074696,random_k_higher_top1_probability,random_k_lower_expected_regret
imdb,sf0.5,QG3_RecommendationByGenreAndSubtype,cold,1.0,1.0,1.0,0.0,G8,8.422275696648283,G8,8.422275696648283,G0|G2|G3|G4|G5|G6|G7|G8|G9,1.0,1.0,1.0,0.0,8.422275696648283,random_sample_k=9,9.0,1000.0,0.0,0.0,0.0,tie,tie
imdb,sf0.5,QG3_RecommendationByGenreAndSubtype,hot,1.0,1.0,1.0,0.0,G8,7.588796650088624,G8,7.588796650088624,G0|G2|G3|G4|G5|G6|G7|G8|G9,1.0,1.0,1.0,0.0,7.588796650088624,random_sample_k=9,9.0,1000.0,0.0,0.0,0.0,tie,tie
imdb,sf0.5,QG4_AllPersonsOfTypeForWatchItem,cold,0.0,1.0,1.0,0.0041100228987675,G8,0.7905648584710433,G2,0.7938140981423202,G0|G2|G3|G4|G5|G6,0.653,0.983,0.983,0.0039429851914667,0.7936820440008886,random_sample_k=6,6.0,1000.0,0.653,-0.017000000000000015,-0.00016703770730080048,random_k_higher_top1_probability,random_k_lower_expected_regret
imdb,sf0.5,QG4_AllPersonsOfTypeForWatchItem,hot,1.0,1.0,1.0,0.0,G5,0.3330338535306509,G5,0.3330338535306509,G0|G2|G3|G4|G5|G6,0.677,0.987,0.677,0.0933439564784837,0.3641205510604777,random_sample_k=6,6.0,1000.0,-0.32299999999999995,-0.32299999999999995,0.0933439564784837,schema_lens_higher_top1,schema_lens_lower_regret
imdb,sf0.5,QG5_AllPersonsForEpisodesOfSeries,cold,1.0,1.0,1.0,0.0,G4,190.06267604490853,G4,190.06267604490853,G0|G2|G3|G4|G5|G6|G7|G8|G9,1.0,1.0,1.0,0.0,190.06267604490856,random_sample_k=9,9.0,1000.0,0.0,0.0,0.0,tie,tie
imdb,sf0.5,QG5_AllPersonsForEpisodesOfSeries,hot,1.0,1.0,1.0,0.0,G4,164.45552805307668,G4,164.45552805307668,G0|G2|G3|G4|G5|G6|G7|G8|G9,1.0,1.0,1.0,0.0,164.45552805307668,random_sample_k=9,9.0,1000.0,0.0,0.0,0.0,tie,tie
imdb,sf0.5,QG6_EpisodesOfSeries,cold,1.0,1.0,1.0,0.0,G7,1.0587352517177349,G7,1.0587352517177349,G3|G7|G8|G9,0.453,0.895,0.453,0.3695814492356322,1.4500241604044275,random_sample_k=4,4.0,1000.0,-0.5469999999999999,-0.5469999999999999,0.3695814492356322,schema_lens_higher_top1,schema_lens_lower_regret
imdb,sf0.5,QG6_EpisodesOfSeries,hot,1.0,1.0,1.0,0.0,G7,1.0162401005800346,G7,1.0162401005800346,G3|G7|G8|G9,0.441,0.878,0.441,0.188847016223934,1.2081540113416849,random_sample_k=4,4.0,1000.0,-0.5589999999999999,-0.5589999999999999,0.188847016223934,schema_lens_higher_top1,schema_lens_lower_regret
imdb,sf0.5,QG7_UpdateWatchItemMetadata,cold,0.0,0.0,0.0,0.3649560679247376,G9,0.2790992075460962,G3,0.3809581568930297,G0|G2|G3|G4|G5|G6,0.688,0.984,0.922,0.0258591784015387,0.2863164837457589,random_sample_k=6,6.0,1000.0,0.688,0.922,-0.33909688952319894,random_k_higher_top1_probability,random_k_lower_expected_regret
imdb,sf0.5,QG7_UpdateWatchItemMetadata,hot,0.0,1.0,0.0,0.0631082601927065,G7,0.2189182479924056,G3,0.2327337977476418,G0|G2|G3|G4|G5|G6,0.657,0.991,0.657,0.0223753581544185,0.2238166221977735,random_sample_k=6,6.0,1000.0,0.657,0.657,-0.040732902038288,random_k_higher_top1_probability,random_k_lower_expected_regret
imdb,sf0.5,QG8_AddPersonRoleToWatchItem,cold,0.0,0.0,0.0,0.5723349148804587,G8,0.4777233472850639,G3,0.7511410985898688,G0|G2|G3|G4|G5|G6,0.667,0.994,0.667,0.0923189827147549,0.5218262807255085,random_sample_k=6,6.0,1000.0,0.667,0.667,-0.4800159321657038,random_k_higher_top1_probability,random_k_lower_expected_regret
imdb,sf0.5,QG8_AddPersonRoleToWatchItem,hot,0.0,1.0,1.0,0.0498700428964394,G7,0.3584647929528728,G3,0.3763414475542959,G0|G2|G3|G4|G5|G6,0.678,0.986,0.918,0.0169493316483117,0.3645405316128745,random_sample_k=6,6.0,1000.0,0.678,-0.08199999999999996,-0.0329207112481277,random_k_higher_top1_probability,random_k_lower_expected_regret
imdb,sf0.5,QG9_TopRatedSeriesByGenre,cold,1.0,1.0,1.0,0.0,G8,10.406354698352503,G8,10.406354698352503,G0|G2|G3|G4|G5|G6|G7|G8|G9,1.0,1.0,1.0,0.0,10.406354698352503,random_sample_k=9,9.0,1000.0,0.0,0.0,0.0,tie,tie
imdb,sf0.5,QG9_TopRatedSeriesByGenre,hot,1.0,1.0,1.0,0.0,G7,2.054242697340668,G7,2.054242697340668,G0|G2|G3|G4|G5|G6|G7|G8|G9,1.0,1.0,1.0,0.0,2.054242697340668,random_sample_k=9,9.0,1000.0,0.0,0.0,0.0,tie,tie
imdb,sf1,QG10_AdvancedSearchWatchItems,cold,1.0,1.0,1.0,0.0,G9,299.3356191014754,G9,299.3356191014754,G0|G2|G3|G4|G5|G6|G7|G8|G9,1.0,1.0,1.0,0.0,299.3356191014754,random_sample_k=9,9.0,1000.0,0.0,0.0,0.0,tie,tie
imdb,sf1,QG10_AdvancedSearchWatchItems,hot,1.0,1.0,1.0,0.0,G9,299.80202334627387,G9,299.80202334627387,G0|G2|G3|G4|G5|G6|G7|G8|G9,1.0,1.0,1.0,0.0,299.80202334627387,random_sample_k=9,9.0,1000.0,0.0,0.0,0.0,tie,tie
imdb,sf1,QG1_WatchItemById,cold,1.0,1.0,1.0,0.0,G5,0.4770731044118291,G5,0.4770731044118291,G0|G2|G3|G4|G5|G6,0.672,0.987,0.672,0.0258506851991306,0.4894057710509513,random_sample_k=6,6.0,1000.0,-0.32799999999999996,-0.32799999999999996,0.0258506851991306,schema_lens_higher_top1,schema_lens_lower_regret
imdb,sf1,QG1_WatchItemById,hot,0.0,1.0,1.0,0.0043473267460989,G9,0.2132579043973237,G2,0.2141850061889272,G0|G2|G3|G4|G5|G6,0.649,0.979,0.979,0.0041237219217811,0.21413732069268,random_sample_k=6,6.0,1000.0,0.649,-0.02100000000000002,-0.0002236048243178003,random_k_higher_top1_probability,random_k_lower_expected_regret
imdb,sf1,QG2_WatchItemByTitle,cold,0.0,1.0,0.0,0.1722988467248131,G9,0.3747883944015484,G2,0.4393640025227796,G0|G2|G3|G4|G5|G6,0.675,0.987,0.912,0.0236323171058671,0.3836455125856446,random_sample_k=6,6.0,1000.0,0.675,0.912,-0.148666529618946,random_k_higher_top1_probability,random_k_lower_expected_regret
imdb,sf1,QG2_WatchItemByTitle,hot,0.0,1.0,1.0,0.0228721826548426,G8,0.3094789477472659,G0,0.3165574067679699,G0|G2|G3|G4|G5|G6,0.662,0.986,1.0,0.0055537803325772,0.3111977258406114,random_sample_k=6,6.0,1000.0,0.662,0.0,-0.017318402322265402,random_k_higher_top1_probability,random_k_lower_expected_regret
imdb,sf1,QG3_RecommendationByGenreAndSubtype,cold,1.0,1.0,1.0,0.0,G8,11.558564344886689,G8,11.558564344886689,G0|G2|G3|G4|G5|G6|G7|G8|G9,1.0,1.0,1.0,0.0,11.558564344886689,random_sample_k=9,9.0,1000.0,0.0,0.0,0.0,tie,tie
imdb,sf1,QG3_RecommendationByGenreAndSubtype,hot,1.0,1.0,1.0,0.0,G8,10.41732880621566,G8,10.41732880621566,G0|G2|G3|G4|G5|G6|G7|G8|G9,1.0,1.0,1.0,0.0,10.417328806215664,random_sample_k=9,9.0,1000.0,0.0,0.0,0.0,tie,tie
imdb,sf1,QG4_AllPersonsOfTypeForWatchItem,cold,1.0,1.0,1.0,0.0,G5,0.5805842018162365,G5,0.5805842018162365,G0|G2|G3|G4|G5|G6,0.652,0.985,0.652,0.0729073689022705,0.6229130683968832,random_sample_k=6,6.0,1000.0,-0.348,-0.348,0.0729073689022705,schema_lens_higher_top1,schema_lens_lower_regret
imdb,sf1,QG4_AllPersonsOfTypeForWatchItem,hot,1.0,1.0,1.0,0.0,G6,0.2023525965341832,G6,0.2023525965341832,G0|G2|G3|G4|G5|G6,0.678,0.983,0.678,0.3452180823503495,0.2722083718683279,random_sample_k=6,6.0,1000.0,-0.32199999999999995,-0.32199999999999995,0.3452180823503495,schema_lens_higher_top1,schema_lens_lower_regret
imdb,sf1,QG5_AllPersonsForEpisodesOfSeries,cold,1.0,1.0,1.0,0.0,G8,482.7243484993232,G8,482.7243484993232,G0|G2|G3|G4|G5|G6|G7|G8|G9,1.0,1.0,1.0,0.0,482.7243484993232,random_sample_k=9,9.0,1000.0,0.0,0.0,0.0,tie,tie
imdb,sf1,QG5_AllPersonsForEpisodesOfSeries,hot,1.0,1.0,1.0,0.0,G4,367.5689083487668,G4,367.5689083487668,G0|G2|G3|G4|G5|G6|G7|G8|G9,1.0,1.0,1.0,0.0,367.5689083487668,random_sample_k=9,9.0,1000.0,0.0,0.0,0.0,tie,tie
imdb,sf1,QG6_EpisodesOfSeries,cold,1.0,1.0,1.0,0.0,G3,2.7282704060780807,G3,2.7282704060780807,G3|G7|G8|G9,0.446,0.873,0.7,0.0396016059702087,2.836314295679767,random_sample_k=4,4.0,1000.0,-0.554,-0.30000000000000004,0.0396016059702087,schema_lens_higher_top1,schema_lens_lower_regret
imdb,sf1,QG6_EpisodesOfSeries,hot,1.0,1.0,1.0,0.0,G7,2.2719003987731408,G7,2.2719003987731408,G3|G7|G8|G9,0.428,0.889,0.889,0.0170150184485062,2.3105568259714344,random_sample_k=4,4.0,1000.0,-0.5720000000000001,-0.11099999999999999,0.0170150184485062,schema_lens_higher_top1,schema_lens_lower_regret
imdb,sf1,QG7_UpdateWatchItemMetadata,cold,0.0,1.0,0.0,0.5870653641792252,G9,0.2754597044258843,G3,0.4371725561213678,G0|G2|G3|G4|G5|G6,0.665,0.99,0.916,0.0543651148573584,0.2904351028955715,random_sample_k=6,6.0,1000.0,0.665,0.916,-0.5327002493218668,random_k_higher_top1_probability,random_k_lower_expected_regret
imdb,sf1,QG7_UpdateWatchItemMetadata,hot,0.0,1.0,1.0,0.0081789091569362,G8,0.2347379522689152,G2,0.2366578526562079,G0|G2|G3|G4|G5|G6,0.664,0.99,0.99,0.0046471874020378,0.2358288235234795,random_sample_k=6,6.0,1000.0,0.664,-0.010000000000000009,-0.0035317217548983997,random_k_higher_top1_probability,random_k_lower_expected_regret
imdb,sf1,QG8_AddPersonRoleToWatchItem,cold,0.0,1.0,0.0,0.1293780212116026,G8,0.6625108515436291,G2,0.7482251945475576,G0|G2|G3|G4|G5|G6,0.661,0.99,0.92,0.0227571362612246,0.6775877012667477,random_sample_k=6,6.0,1000.0,0.661,0.92,-0.106620884950378,random_k_higher_top1_probability,random_k_lower_expected_regret
imdb,sf1,QG8_AddPersonRoleToWatchItem,hot,1.0,1.0,1.0,0.0,G3,0.3732010467501823,G3,0.3732010467501823,G0|G2|G3|G4|G5|G6,0.646,0.982,1.0,0.0010383017129686,0.3735885420363047,random_sample_k=6,6.0,1000.0,-0.354,0.0,0.0010383017129686,schema_lens_higher_top1,schema_lens_lower_regret
imdb,sf1,QG9_TopRatedSeriesByGenre,cold,1.0,1.0,1.0,0.0,G8,11.690209502557977,G8,11.690209502557977,G0|G2|G3|G4|G5|G6|G7|G8|G9,1.0,1.0,1.0,0.0,11.69020950255798,random_sample_k=9,9.0,1000.0,0.0,0.0,0.0,tie,tie
imdb,sf1,QG9_TopRatedSeriesByGenre,hot,1.0,1.0,1.0,0.0,G7,4.0780437040666575,G7,4.0780437040666575,G0|G2|G3|G4|G5|G6|G7|G8|G9,1.0,1.0,1.0,0.0,4.0780437040666575,random_sample_k=9,9.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,IC1_TransitiveFriendsWithName,cold,1.0,1.0,1.0,0.0,G3,2388.3062562454097,G3,2388.3062562454097,G0|G3,1.0,1.0,1.0,0.0,2388.3062562454097,random_sample_k=2,2.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,IC1_TransitiveFriendsWithName,hot,1.0,1.0,1.0,0.0,G3,131.36169524441357,G3,131.36169524441357,G0|G3,1.0,1.0,1.0,0.0,131.36169524441357,random_sample_k=2,2.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,IC2_RecentMessagesByFriends,cold,1.0,1.0,1.0,0.0,G0,2550.1417764055027,G0,2550.1417764055027,G0|G3,1.0,1.0,1.0,0.0,2550.141776405503,random_sample_k=2,2.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,IC2_RecentMessagesByFriends,hot,1.0,1.0,1.0,0.0,G3,28.63882864112384,G3,28.63882864112384,G0|G3,1.0,1.0,1.0,0.0,28.63882864112384,random_sample_k=2,2.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,IC3_FriendsAndFriendsOfFriendsInCountries,cold,1.0,1.0,1.0,0.0,G9,2553.2578399535805,G9,2553.2578399535805,G0|G3|G7|G9,1.0,1.0,1.0,0.0,2553.2578399535805,random_sample_k=4,4.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,IC3_FriendsAndFriendsOfFriendsInCountries,hot,1.0,1.0,1.0,0.0,G0,164.71139774730543,G0,164.71139774730543,G0|G3|G7|G9,1.0,1.0,1.0,0.0,164.71139774730543,random_sample_k=4,4.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,IC4_NewTopics,cold,1.0,1.0,1.0,0.0,G0,1810.3146108071053,G0,1810.3146108071053,G0|G3,1.0,1.0,1.0,0.0,1810.3146108071053,random_sample_k=2,2.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,IC4_NewTopics,hot,1.0,1.0,1.0,0.0,G3,44.0561354997044,G3,44.0561354997044,G0|G3,1.0,1.0,1.0,0.0,44.0561354997044,random_sample_k=2,2.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,IC5_NewGroups,cold,1.0,1.0,1.0,0.0,G4,1968.4714365495856,G4,1968.4714365495856,G0|G3|G4|G6|G7|G9,1.0,1.0,1.0,0.0,1968.4714365495856,random_sample_k=6,6.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,IC5_NewGroups,hot,1.0,1.0,1.0,0.0,G7,135.32296839985065,G7,135.32296839985065,G0|G3|G4|G6|G7|G9,1.0,1.0,1.0,0.0,135.32296839985065,random_sample_k=6,6.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,IC6_TagCoOccurrence,cold,1.0,1.0,1.0,0.0,G3,1976.2860171460447,G3,1976.2860171460447,G0|G3,1.0,1.0,1.0,0.0,1976.2860171460447,random_sample_k=2,2.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,IC6_TagCoOccurrence,hot,1.0,1.0,1.0,0.0,G3,198.16879355275887,G3,198.16879355275887,G0|G3,1.0,1.0,1.0,0.0,198.16879355275887,random_sample_k=2,2.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,IC7_RecentLikers,cold,1.0,1.0,1.0,0.0,G0,2432.11135449164,G0,2432.11135449164,G0|G3|G4|G6,1.0,1.0,1.0,0.0,2432.11135449164,random_sample_k=4,4.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,IC7_RecentLikers,hot,1.0,1.0,1.0,0.0,G4,7.464429102401482,G4,7.464429102401482,G0|G3|G4|G6,1.0,1.0,1.0,0.0,7.464429102401482,random_sample_k=4,4.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,INS1_AddPerson,cold,1.0,1.0,1.0,0.0,G3,10.990646044228903,G3,10.990646044228903,G0|G3,1.0,1.0,1.0,0.0,10.9906460442289,random_sample_k=2,2.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,INS1_AddPerson,hot,1.0,1.0,1.0,0.0,G3,1.1844372005725743,G3,1.1844372005725743,G0|G3,1.0,1.0,1.0,0.0,1.1844372005725743,random_sample_k=2,2.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,INS2_AddLikeToPost,cold,1.0,1.0,1.0,0.0,G6,11.336711601325058,G6,11.336711601325058,G4|G6,1.0,1.0,1.0,0.0,11.33671160132506,random_sample_k=2,2.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,INS2_AddLikeToPost,hot,1.0,1.0,1.0,0.0,G4,1.049604903528234,G4,1.049604903528234,G4|G6,1.0,1.0,1.0,0.0,1.049604903528234,random_sample_k=2,2.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,INS3_AddLikeToComment,cold,1.0,1.0,1.0,0.0,G4,12.53831445283138,G4,12.53831445283138,G4|G6,1.0,1.0,1.0,0.0,12.538314452831376,random_sample_k=2,2.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,INS3_AddLikeToComment,hot,1.0,1.0,1.0,0.0,G4,1.2222706456668675,G4,1.2222706456668675,G4|G6,1.0,1.0,1.0,0.0,1.2222706456668675,random_sample_k=2,2.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,INS4_AddForum,cold,1.0,1.0,1.0,0.0,G0,6.62077945380587,G0,6.62077945380587,G0|G3,1.0,1.0,1.0,0.0,6.620779453805868,random_sample_k=2,2.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,INS4_AddForum,hot,1.0,1.0,1.0,0.0,G0,1.126103304704884,G0,1.126103304704884,G0|G3,1.0,1.0,1.0,0.0,1.126103304704884,random_sample_k=2,2.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,INS5_AddForumMembership,cold,1.0,1.0,1.0,0.0,G4,28.25387354823756,G4,28.25387354823756,G4|G6,1.0,1.0,1.0,0.0,28.25387354823756,random_sample_k=2,2.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,INS5_AddForumMembership,hot,1.0,1.0,1.0,0.0,G4,1.1133203508506997,G4,1.1133203508506997,G4|G6,1.0,1.0,1.0,0.0,1.1133203508506997,random_sample_k=2,2.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,INS6_AddPost,cold,1.0,1.0,1.0,0.0,G7,24.869670101179462,G7,24.869670101179462,G0|G3|G7|G9,1.0,1.0,1.0,0.0,24.86967010117946,random_sample_k=4,4.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,INS6_AddPost,hot,1.0,1.0,1.0,0.0,G0,2.2203130545676686,G0,2.2203130545676686,G0|G3|G7|G9,1.0,1.0,1.0,0.0,2.2203130545676686,random_sample_k=4,4.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,INS7_AddComment,cold,1.0,1.0,1.0,0.0,G9,45.50062700291156,G9,45.50062700291156,G0|G3|G7|G9,1.0,1.0,1.0,0.0,45.50062700291154,random_sample_k=4,4.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,INS7_AddComment,hot,1.0,1.0,1.0,0.0,G3,1.1866082008054946,G3,1.1866082008054946,G0|G3|G7|G9,1.0,1.0,1.0,0.0,1.1866082008054946,random_sample_k=4,4.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,INS8_AddFriendship,cold,1.0,1.0,1.0,0.0,G0,2532.7164523041524,G0,2532.7164523041524,G0|G3,1.0,1.0,1.0,0.0,2532.716452304153,random_sample_k=2,2.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,INS8_AddFriendship,hot,1.0,1.0,1.0,0.0,G3,1.948728306160774,G3,1.948728306160774,G0|G3,1.0,1.0,1.0,0.0,1.948728306160774,random_sample_k=2,2.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,IS1_ProfileOfPerson,cold,1.0,1.0,1.0,0.0,G0,8.787568597472259,G0,8.787568597472259,G0|G3,1.0,1.0,1.0,0.0,8.787568597472259,random_sample_k=2,2.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,IS1_ProfileOfPerson,hot,1.0,1.0,1.0,0.0,G0,1.6773467978055117,G0,1.6773467978055117,G0|G3,1.0,1.0,1.0,0.0,1.677346797805512,random_sample_k=2,2.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,IS2_RecentMessagesOfPerson,cold,1.0,1.0,1.0,0.0,G6,47.005085005366624,G6,47.005085005366624,G0|G3|G4|G6|G7|G9,1.0,1.0,1.0,0.0,47.00508500536661,random_sample_k=6,6.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,IS2_RecentMessagesOfPerson,hot,1.0,1.0,1.0,0.0,G6,2.2557887037692126,G6,2.2557887037692126,G0|G3|G4|G6|G7|G9,1.0,1.0,1.0,0.0,2.2557887037692126,random_sample_k=6,6.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,IS3_FriendsOfPerson,cold,1.0,1.0,1.0,0.0,G0,2557.941511738313,G0,2557.941511738313,G0|G3,1.0,1.0,1.0,0.0,2557.941511738313,random_sample_k=2,2.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,IS3_FriendsOfPerson,hot,1.0,1.0,1.0,0.0,G3,2.853694301302312,G3,2.853694301302312,G0|G3,1.0,1.0,1.0,0.0,2.853694301302312,random_sample_k=2,2.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,IS4_ContentOfMessage,cold,1.0,1.0,1.0,0.0,G1,16.84460244505314,G1,16.84460244505314,G1,0.512,1.0,0.512,0.0325243629675368,17.392462409019906,random_sample_k=1,1.0,1000.0,-0.488,-0.488,0.0325243629675368,schema_lens_higher_top1,schema_lens_lower_regret
ldbc_snb,sf0.1,IS4_ContentOfMessage,hot,1.0,1.0,1.0,0.0,G1,1.9409583990636747,G1,1.9409583990636747,G1,0.501,1.0,0.501,0.0687462937508345,2.074392095323856,random_sample_k=1,1.0,1000.0,-0.499,-0.499,0.0687462937508345,schema_lens_higher_top1,schema_lens_lower_regret
ldbc_snb,sf0.1,IS5_CreatorOfMessage,cold,1.0,1.0,1.0,0.0,G3,24.752126948442275,G3,24.752126948442275,G0|G3,1.0,1.0,1.0,0.0,24.752126948442275,random_sample_k=2,2.0,1000.0,0.0,0.0,0.0,tie,tie
ldbc_snb,sf0.1,IS5_CreatorOfMessage,hot,1.0,1.0,1.0,0.0,G0,1.1096553032984957,G0,1.1096553032984957,G0|G3,1.0,1.0,1.0,0.0,1.1096553032984957,random_sample_k=2,2.0,1000.0,0.0,0.0,0.0,tie,tie
